ResourceID,area_name,area_name_type,address_number_street,city,description,map
9e03c7d8-f151-4278-b197-28b3dc3f80c1,1 Sachtjen Parkway,Latest,1 Sachtjen Parkway,London,In congue. Etiam justo. Etiam pretium iaculis justo.,"MULTIPOLYGON (((-0.09614597 51.53266195,-0.09549973 51.53175041,-0.09596999 51.53162388,-0.09598141 51.53162658,-0.09677825 51.53277518,-0.09645955 51.5328629,-0.09628822 51.532622,-0.09614597 51.53266195),(-0.09587323 51.53207688,-0.09598527 51.53204543,-0.09611079 51.53221616,-0.09620971 51.53218836,-0.0961094 51.53204924,-0.09611733 51.53199721,-0.09609013 51.5319581,-0.0958399 51.53202913,-0.09587323 51.53207688)))"
56863279-2851-4b97-a33c-19705c1bf61d,9 Monica Trail,Former,9 Monica Trail,London,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","MULTIPOLYGON (((-0.09449469 51.53258164,-0.09452138 51.53261912,-0.09445268 51.53263815,-0.09442598 51.53260066,-0.09449469 51.53258164)))"
c7808754-0a17-4287-b102-9c47238a681c,37149 Loftsgordon Road,Latest,37149 Loftsgordon Road,London,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","MULTIPOLYGON (((-0.0937964 51.53325166,-0.09338107 51.53266336,-0.09349461 51.53263409,-0.09390892 51.5332123,-0.09408943 51.53316056,-0.09412572 51.53321007,-0.09397482 51.53325348,-0.09402599 51.53332283,-0.09386273 51.53336883,-0.0938399 51.53336306,-0.09376633 51.53326025,-0.0937964 51.53325166)))"
a3f242a9-6078-4712-8a29-126c4f9a5480,5723 Cambridge Point,Alternative,5723 Cambridge Point,London,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","MULTIPOLYGON (((-0.09337074 51.53325562,-0.0931295 51.53293876,-0.09322219 51.53291149,-0.09346344 51.53322835,-0.09337074 51.53325562)))"
0e293089-bbde-4456-81bb-304d98fd4700,3730 Caliangt Hill,Primary,3730 Caliangt Hill,London,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","MULTIPOLYGON (((-0.0925462 51.53324743,-0.09166043 51.53349686,-0.09160204 51.5334175,-0.09247336 51.53317242,-0.09247784 51.53317905,-0.09249459 51.53317483,-0.0925462 51.53324743)))"
e17a8f95-05df-417d-ba5b-adce28228465,4 Lake View Road,Primary,4 Lake View Road,London,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.","MULTIPOLYGON (((-0.09273712 51.5333919,-0.09325071 51.53325034,-0.09330593 51.53332633,-0.09279302 51.53346888,-0.09273712 51.5333919)))"
95a78b6d-1c4a-4e55-8c32-563aef1054aa,92632 Arrowood Lane,Primary,92632 Arrowood Lane,London,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","MULTIPOLYGON (((-0.09202844 51.53401641,-0.09361211 51.53337986,-0.0936557 51.53343381,-0.09362651 51.53345267,-0.0938742 51.53362584,-0.09383128 51.5336487,-0.09398125 51.53381067,-0.09369792 51.53392108,-0.09362349 51.53384586,-0.09357846 51.53378488,-0.09368562 51.53374274,-0.09355459 51.5335693,-0.09326996 51.53368005,-0.09353774 51.53394842,-0.09243274 51.53439582,-0.09202844 51.53401641),(-0.09292083 51.53377437,-0.09271947 51.53385904,-0.09292462 51.534046,-0.09293192 51.5340508,-0.09312286 51.53397045,-0.09303442 51.53388547,-0.09296476 51.53391357,-0.09293847 51.53388706,-0.09300675 51.5338576,-0.09292083 51.53377437)))"
bdaff136-001e-488e-bf0f-d4cd354e0ce2,80 Oak Crossing,Primary,80 Oak Crossing,London,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","MULTIPOLYGON (((-0.09241303 51.53337727,-0.09260712 51.5336494,-0.09249495 51.53369748,-0.09228201 51.53341417,-0.09241303 51.53337727)))"
82b2214a-96e1-4c2d-8ce9-f17195c997dc,15 Valley Edge Pass,Former,15 Valley Edge Pass,London,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","MULTIPOLYGON (((-0.11377101 51.51789842,-0.11370281 51.5178431,-0.11370077 51.5178436,-0.11323459 51.51719961,-0.11347592 51.51712859,-0.11394129 51.51778183,-0.11419279 51.51771249,-0.11365445 51.5169624,-0.11387034 51.51690005,-0.11448237 51.51775402,-0.11399785 51.51788498,-0.11392647 51.51778132,-0.11389177 51.51779092,-0.11399827 51.51793418,-0.11443885 51.5178516,-0.11446962 51.51797889,-0.11457956 51.51796942,-0.11455395 51.5178566,-0.11485313 51.51782985,-0.11493447 51.51807296,-0.11390345 51.51815711,-0.11386784 51.51803172,-0.11381524 51.51794409,-0.11377101 51.51789842)))"
e978e207-f610-4a3a-88dd-097f2666f557,897 Kim Trail,Alternative,897 Kim Trail,London,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","MULTIPOLYGON (((-0.08896977 51.52311002,-0.08896759 51.52296241,-0.08927192 51.52295838,-0.08926912 51.52287722,-0.08975878 51.52287081,-0.08976764 51.52313443,-0.08745132 51.52319471,-0.08737712 51.52287399,-0.08774648 51.52284197,-0.08783018 51.52284667,-0.08800648 51.52292921,-0.08800584 51.52296508,-0.08808786 51.52296849,-0.08809449 51.52290322,-0.08887703 51.52293225,-0.08885824 51.5231091,-0.08896977 51.52311002),(-0.08760595 51.52295838,-0.08764209 51.52311095,-0.08786848 51.52309189,-0.0878383 51.52293834,-0.08760595 51.52295838)))"
7da482de-fc74-4eb0-b507-ba64382105f8,363 Debs Terrace,Latest,363 Debs Terrace,London,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.","MULTIPOLYGON (((-0.08770545 51.52265489,-0.08781441 51.52264507,-0.08784356 51.52277153,-0.08737616 51.52277982,-0.0871938 51.52202678,-0.08719005 51.5219269,-0.08719091 51.52192377,-0.08719629 51.52186405,-0.087484 51.52058092,-0.08790412 51.52062032,-0.08790455 51.52062033,-0.08797439 51.52061509,-0.08803266 51.52061783,-0.08807058 51.5206243,-0.08809485 51.52063009,-0.08810622 51.52063387,-0.08861407 51.52068136,-0.08855417 51.52093109,-0.08765202 51.52084373,-0.08749489 51.52155958,-0.08759862 51.52156802,-0.08757341 51.52169134,-0.08748505 51.52168442,-0.08748116 51.52170504,-0.08759116 51.52171492,-0.0875239 51.52199583,-0.08754215 51.5219937,-0.08770545 51.52265489)))"
3ae8d8b5-dc48-408d-bf1b-1f221d525f23,19 Union Parkway,Former,19 Union Parkway,London,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","MULTIPOLYGON (((-0.0867876 51.52226026,-0.08684658 51.52224593,-0.08685888 51.52224478,-0.08687905 51.52224511,-0.0868991 51.52224814,-0.08692409 51.52225394,-0.08693474 51.52225771,-0.08696014 51.52227071,-0.08696808 51.52227039,-0.08718552 51.52318758,-0.08716115 51.52320499,-0.08643945 51.52325815,-0.08636486 51.52324596,-0.0867876 51.52226026),(-0.08688159 51.52313047,-0.08698168 51.52312572,-0.0869714 51.52304075,-0.08687116 51.5230455,-0.08688159 51.52313047),(-0.08672578 51.52297865,-0.0867907 51.52297737,-0.08678832 51.52293102,-0.0867234 51.5229323,-0.08672578 51.52297865)))"
4b8edfcb-daaa-46e7-a6d8-90dd8bb41d2d,717 Burrows Avenue,Former,717 Burrows Avenue,London,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.","MULTIPOLYGON (((-0.08681843 51.52114649,-0.08683346 51.52108001,-0.08695913 51.52109105,-0.08694409 51.52115762,-0.08681843 51.52114649)))"
0f1b72fd-6f8d-4b68-b463-dcd1e7310c05,1 American Ash Avenue,Latest,1 American Ash Avenue,London,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.","MULTIPOLYGON (((-0.08602129 51.52101245,-0.08600674 51.52108118,-0.08588464 51.5210711,-0.08589919 51.52100236,-0.08602129 51.52101245)))"
6c5801f3-1c44-474e-9617-6c6ad50ad265,2 Melrose Plaza,Latest,2 Melrose Plaza,London,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,"MULTIPOLYGON (((-0.08497492 51.5206898,-0.08383156 51.5205732,-0.08381316 51.52055473,-0.08393328 51.52005221,-0.08512105 51.52039183,-0.08512245 51.52039276,-0.08512383 51.52039413,-0.0851245 51.52039549,-0.0851249 51.52040314,-0.08497492 51.5206898),(-0.08409769 51.52032162,-0.08403027 51.52041341,-0.08422042 51.52046768,-0.08428784 51.52037589,-0.08409769 51.52032162),(-0.08456706 51.52045473,-0.0845438 51.52054517,-0.08463699 51.52052287,-0.08464061 51.52052247,-0.08464565 51.52052256,-0.08465354 51.52052359,-0.08486152 51.52058588,-0.08488417 51.52054426,-0.08456706 51.52045473)))"
fccad81d-551c-40ec-b2fb-af58b9a0b0b2,10680 Straubel Drive,Primary,10680 Straubel Drive,London,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","MULTIPOLYGON (((-0.0837484 51.51999605,-0.08360364 51.52056021,-0.08291316 51.52050235,-0.08251923 51.52034079,-0.08290545 51.52008542,-0.08302399 51.52002575,-0.08338719 51.51988925,-0.0837484 51.51999605)))"
2c197245-9ebe-469a-aa97-42fed8e1c753,702 Morrow Parkway,Primary,702 Morrow Parkway,London,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.","MULTIPOLYGON (((-0.08407606 51.52202185,-0.08408831 51.52190173,-0.08437478 51.52191774,-0.08438065 51.52185677,-0.08437709 51.52185581,-0.08399445 51.52183347,-0.08397906 51.52201819,-0.08347764 51.5219922,-0.08346908 51.52199026,-0.08346623 51.52198931,-0.08346199 51.52198744,-0.0834823 51.52196709,-0.08353471 51.52168361,-0.08458416 51.52174769,-0.08448566 51.52203384,-0.08407606 51.52202185)))"
cda91e1c-d93a-407e-8a72-d60533f978b4,10 Elmside Court,Primary,10 Elmside Court,London,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","MULTIPOLYGON (((-0.10723144 51.51715406,-0.10641001 51.51607384,-0.10651696 51.51600758,-0.10661979 51.51601976,-0.10674579 51.51605731,-0.10676677 51.51610414,-0.10687602 51.51627092,-0.10706003 51.51621634,-0.10754499 51.51633558,-0.107387 51.5165761,-0.10700965 51.5164826,-0.10698739 51.51651876,-0.10736786 51.51661005,-0.10729627 51.51672041,-0.10726988 51.51671369,-0.10717521 51.51674093,-0.10745787 51.51706392,-0.10758308 51.51707529,-0.1077102 51.51652943,-0.10760376 51.51648949,-0.10771294 51.51637642,-0.108017 51.51649589,-0.1080284 51.51650264,-0.10803788 51.51651044,-0.10804516 51.5165191,-0.10805146 51.51653754,-0.10804998 51.51655218,-0.10804579 51.51656632,-0.10799132 51.51665662,-0.10795769 51.51675509,-0.10781627 51.51736079,-0.10752865 51.51733835,-0.10747778 51.51733123,-0.10751963 51.51718389,-0.10723144 51.51715406),(-0.10720049 51.51667687,-0.10710472 51.5166541,-0.10706684 51.51671625,-0.10716261 51.51673893,-0.10720049 51.51667687),(-0.107703 51.51720043,-0.10763931 51.51719301,-0.10760419 51.51731007,-0.10766788 51.51731748,-0.107703 51.51720043)))"
eed413e4-9559-4dce-a360-0010053864ed,59 Summit Avenue,Primary,59 Summit Avenue,London,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.","MULTIPOLYGON (((-0.1129772 51.51804617,-0.11300361 51.51794426,-0.11327357 51.51793385,-0.11327342 51.51791317,-0.11353162 51.51782119,-0.1136512 51.51793741,-0.11368656 51.51798878,-0.11372968 51.51814865,-0.11371756 51.51816284,-0.11299144 51.51818983,-0.1129772 51.51804617)))"
