ResourceID,Monument Type,Evidence,MainBuildingMaterial,CoveringMaterial,Component,Parent_UID,YearFrom,YearTo,DispDate,Period,Note
1274c07d-ee9e-4558-a810-ce5f7d1206bf,Nave,,,,,0,1066,1539,Medieval,Medieval,
12754758-2e69-4270-9a8a-311c2db84fa7,Findspot,,,,,0,-4000,-2201,,,
12768a9e-400e-48f5-91bf-30b70cb72433,Shop,,,,,0,1800,2050,,,
12768a9e-400e-48f5-91bf-30b70cb72433,Apartment,,,,,0,1800,2050,,,
12768a9e-400e-48f5-91bf-30b70cb72433,House,Extant Building,Brick,Tile,,0,1800,2050,,,
1277da69-8c85-414e-8570-7366fa708e8c,Terrace,,,,,0,1822,1822,,,
1277da69-8c85-414e-8570-7366fa708e8c,House,,,,,0,1800,1832,,,
1277da69-8c85-414e-8570-7366fa708e8c,Date Stone,,,,,0,1822,1822,,,
127ac780-a131-4238-9cc7-736d4ffe3e5c,Finds Scatter,Artefact Scatter,,,,0,1501,1800,,,
127bf305-0193-4b0d-b0a1-fc440eec6bc6,Building,,,,,0,43,409,Roman,Roman,
127d221d-b3a4-499b-99df-4230c46f7020,Cess Pit,,,,,0,1066,1539,Medieval,Medieval,
127d221d-b3a4-499b-99df-4230c46f7020,Cess Pit,,,,,0,1540,1900,Post Medieval,Post Medieval,
127f6333-2c7e-4903-b3a0-55008dba99ce,House,,,,,0,1540,1900,Post Medieval,Post Medieval,
12802f48-2ef6-483e-a5f8-8ca0b4335f21,Occupation Site,,,,,0,43,409,Roman,Roman,
1280d970-8395-4c20-ba54-fb070a7a5941,House,,,,,0,1540,1900,Post Medieval,Post Medieval,
12813b29-fd2a-4055-89f7-651db09049f3,Shop,,,,,0,1800,,,,
12813b29-fd2a-4055-89f7-651db09049f3,Terraced House,,,,,0,1800,,,,
12813b29-fd2a-4055-89f7-651db09049f3,House,,,,,0,1800,1832,,,
12818f6a-2832-4205-9ce1-5ddef7961adf,,,,,Parapet,7279,1701,1990,,,
12818f6a-2832-4205-9ce1-5ddef7961adf,,,,,Fanlight,7279,1701,1990,,,
12818f6a-2832-4205-9ce1-5ddef7961adf,Crane,Structure,Wrought Iron,,,7279,1801,1900,,,
12818f6a-2832-4205-9ce1-5ddef7961adf,Workhouse,Demolished Building,Brick,,,0,1701,1900,,,
1281eff2-ccba-4afa-a476-79509912139d,Findspot,,,,,0,,,,,
1281eff2-ccba-4afa-a476-79509912139d,Findspot,,,,,0,-500000,42,,,
12823d0a-d2e4-4b9f-88b3-8bc426dae235,Findspot,Unstratified Find,,,,0,-4000,-2201,,,
12837949-0d5a-4c69-858f-786532b4dece,Church,Sub Surface Deposit,,,,0,1000,1725,Demolished,,
1283b953-bfbf-4f4b-97e1-d5b90d57e973,Water Channel,,,,,0,43,409,Roman,Roman,
1285637f-2ffe-400b-96d2-30f077e3b128,Nonconformist Chapel,,,,,0,1864,1865,,,
12890a5e-b08a-4196-a879-f1c5c5199939,Findspot,,,,,0,43,409,Roman,Roman,
128d2759-26e9-4c98-9b43-6160f19fc1b8,Alluvium,Sub Surface Deposit,,,,0,43,1900,,,
128e37e5-7bcc-46ab-92c7-5b70f9f6a4af,Findspot,,,,,0,-400,42,,,
128ecbdc-e530-457c-bccd-eee31412b6ee,Public Garden,Botanical Feature,,,,0,1945,2050,,,
128ecbdc-e530-457c-bccd-eee31412b6ee,Flower Garden,Botanical Feature,,,,506930,1945,1990,,,
128ecbdc-e530-457c-bccd-eee31412b6ee,Serpentine Path,,,,,506930,1945,2050,,,
128f0c67-972d-4214-b7ab-fe4c7d5b3e1a,Pit,,,,,0,1540,1900,Post Medieval,Post Medieval,
128f1f21-840d-4b93-bd40-d49e0cbf7549,Town House,,,,,0,1863,1864,,,
128f1f21-840d-4b93-bd40-d49e0cbf7549,Railings,,,,,0,1732,,,,
128f1f21-840d-4b93-bd40-d49e0cbf7549,Terraced House,,,,,0,1800,1832,,,
128f1f21-840d-4b93-bd40-d49e0cbf7549,Town House,,,,,0,1800,1832,,,
128f1f21-840d-4b93-bd40-d49e0cbf7549,Town House,,,,,0,1732,1732,,,
128f1f21-840d-4b93-bd40-d49e0cbf7549,Terraced House,,,,,0,1863,1864,,,
128f1f21-840d-4b93-bd40-d49e0cbf7549,Terraced House,,,,,0,1732,1732,,,
128f5139-23d4-41f4-a2d9-9d859b034ff5,Park,Botanical Feature,,,,0,1936,2050,,,
128f5139-23d4-41f4-a2d9-9d859b034ff5,Path,Structure,,,,0,1936,2050,,,
1290d1d7-62b1-4ece-900d-f893a0cfd81e,Terraced House,Extant Building,,,,0,1866,2050,,,
1290d1d7-62b1-4ece-900d-f893a0cfd81e,,,,,String Course,479382,1866,2050,,,
1290d1d7-62b1-4ece-900d-f893a0cfd81e,,,,,Sash Window,479382,1866,2050,,,
1290d1d7-62b1-4ece-900d-f893a0cfd81e,,,,,Fanlight,479382,1866,2050,,,
1290d1d7-62b1-4ece-900d-f893a0cfd81e,,,,,Eave,479382,1866,2050,,,
1290fc86-78e5-4eb3-a8f6-3f8049d1acf1,War Memorial,Extant Structure,Portland Stone,,,0,1926,2050,,,
1290fc86-78e5-4eb3-a8f6-3f8049d1acf1,Obelisk,Extant Structure,Portland Stone,,,443136,1926,2050,,,
1290fc86-78e5-4eb3-a8f6-3f8049d1acf1,Statue,Extant Structure,Bronze,,,443136,1926,2050,,,
129141b9-4cec-4b4a-85c0-2647de2ad089,House,,,,,0,1800,1832,,,
12956c74-66ce-4bb1-b2f0-42a6faa72c1b,Office,,,,,0,1901,1901,20th Century,20th Century,
12958d6f-910f-4059-8b64-e656cc65c47f,Rubbish Pit,,,,,0,1540,1900,Post Medieval,Post Medieval,
1295c911-53c6-42e9-bbad-6c3150fc4c70,Ditch,Sub Surface Deposit,,,,0,-1000,-701,,,
1295fb6c-ad93-43f6-8501-513d6c841e95,Moat,,,,,0,1066,1539,Medieval,Medieval,
1295fb6c-ad93-43f6-8501-513d6c841e95,Moated Site,,,,,0,1066,1539,Medieval,Medieval,
1296545a-a218-421a-85f5-25f13c37acad,Hydraulic Accumulator Tower,,,,,0,1855,1895,,,
1296e390-778c-44e1-b0ec-4916cfc345ec,Inhumation Cemetery,Stratified Find,,,,0,410,1065,,,
1298fae2-0820-43c7-9ff0-b5b0e2bcc187,Cellar,Sub Surface Deposit,,,,0,1701,1900,,,
1298fae2-0820-43c7-9ff0-b5b0e2bcc187,Made Ground,Sub Surface Deposit,,,,0,1701,1900,,,
12991a3e-67e2-4777-b75c-12d3cf7fe454,House,,,,,0,1540,1900,Post Medieval,Post Medieval,
12998ee0-33e5-4503-93b8-524bfd077bc1,Pottery Workshop,Sub Surface Deposit,Brick,,,0,1694,1749,Demolished,,
12998ee0-33e5-4503-93b8-524bfd077bc1,Pottery Kiln,Sub Surface Deposit,Ceramic,,,470285,1694,1749,Demolished,,
12998ee0-33e5-4503-93b8-524bfd077bc1,Building,Sub Surface Deposit,Brick,,,470285,1694,1850,Reused?,,
12998ee0-33e5-4503-93b8-524bfd077bc1,Chimney,Sub Surface Deposit,Brick,,,470285,1694,1749,Demolished,,
12998ee0-33e5-4503-93b8-524bfd077bc1,Yard,Sub Surface Deposit,Cobble,,,470285,1694,1850,Reused?,,
12998ee0-33e5-4503-93b8-524bfd077bc1,,Sub Surface Deposit,Tile,,,,,,,,
12998ee0-33e5-4503-93b8-524bfd077bc1,,,,,Floor,470285,1694,1749,,,
12998ee0-33e5-4503-93b8-524bfd077bc1,Well,Sub Surface Deposit,Brick,,,470285,1694,1749,,,
12998ee0-33e5-4503-93b8-524bfd077bc1,,,,,Flue,472422,1694,1749,,,
12998ee0-33e5-4503-93b8-524bfd077bc1,,,,,Flue,472423,1694,1750,Reused?,,
12998ee0-33e5-4503-93b8-524bfd077bc1,Pit,Sub Surface Deposit,Timber,,,470285,1694,1749,,,
129b550a-5d59-4077-9f97-6f48d8cc7dd4,Deposit Unclassified,,,,,0,43,409,Roman,Roman,
129c5c70-960d-49b1-896a-637383b17664,Findspot,,,,,0,-500000,-150001,,,
129d8019-041a-44af-bc71-2489004fce94,Telephone Box,Extant Structure,Iron,,,0,1927,2050,,,
129d8551-1cae-4a6f-80cd-be47c8429223,Building,,,,,0,43,409,Roman,Roman,
129ed82f-eaf5-41d3-b1ef-c2f25b35654f,Shop,,,,,0,1835,1845,,,
129ed82f-eaf5-41d3-b1ef-c2f25b35654f,Terraced House,,,,,0,1967,1999,,,
129ed82f-eaf5-41d3-b1ef-c2f25b35654f,Terraced House,,,,,0,1772,1812,,,
129ed82f-eaf5-41d3-b1ef-c2f25b35654f,Terraced House,,,,,0,1768,1808,,,
129ed82f-eaf5-41d3-b1ef-c2f25b35654f,Shop,,,,,0,1900,1999,,,
129ed82f-eaf5-41d3-b1ef-c2f25b35654f,Shop,,,,,0,1833,1866,,,
12a019e2-5b0c-4c07-8db8-e57a4a741526,Terrace,,,,,0,1833,1866,,,
12a019e2-5b0c-4c07-8db8-e57a4a741526,Terraced House,,,,,0,1833,1866,,,
12a2d209-7b31-4026-895f-62af3cac4aec,Churchyard,Burial,,,,0,1300,2050,,,
12a31b08-99d2-4c14-a4d6-5c97d8d2169e,Shaft,,,,,0,,,,,
12a333f6-0094-4a38-8c72-af0763941578,Museum,Extant Building,,,,0,1882,2050,,,
12a333f6-0094-4a38-8c72-af0763941578,House,Extant Building,,,,0,1801,1882,,,
12a333f6-0094-4a38-8c72-af0763941578,School,Extant Building,,,,0,1907,1927,,,
12a333f6-0094-4a38-8c72-af0763941578,Research Station,Extant Building,,,,0,1927,1996,,,
12a333f6-0094-4a38-8c72-af0763941578,,,,,Scullery,443541,1801,2050,,,
12a333f6-0094-4a38-8c72-af0763941578,Cistern,Structure,,,,443541,1853,2050,,,
12a616a2-0f43-4a05-b5b2-e7d39bfe54c2,Garden,Botanical Feature,,,,0,1806,2050,,,
12a74686-66c0-4c2d-8612-a11d0ae2e1c0,Infectious Diseases Hospital,Extant Building,,,,0,1888,2008,,,
12a76993-3d81-49c3-983f-98b0fd0eaa8d,Terraced House,,,,,0,1770,1779,,,
12a76993-3d81-49c3-983f-98b0fd0eaa8d,Town House,,,,,0,1770,1779,,,
12a76993-3d81-49c3-983f-98b0fd0eaa8d,Railings,,,,,0,1770,,,,
12a8f6d5-9e9a-463d-aa39-95cecd1b3b2c,Wall,,,,,0,43,409,Roman,Roman,
12a932ad-d66a-47d3-bee1-96438cbb9e19,Iron Works,,,,,0,1540,1900,Post Medieval,Post Medieval,
12aaa2f6-cae7-4a02-81a3-419eb813916b,Shop,,,,,0,1933,1966,,,
12aaa2f6-cae7-4a02-81a3-419eb813916b,Town House,,,,,0,1770,1780,,,
12aaa2f6-cae7-4a02-81a3-419eb813916b,Terraced House,,,,,0,1770,1780,,,
12abe004-2d5f-48f9-8e42-e5dddfc01c62,Terraced House,Extant Building,Brick,Slate,,0,1801,2050,,,
12abe004-2d5f-48f9-8e42-e5dddfc01c62,Shop,Extant Building,,,,502719,1801,2050,,,
12abfa56-9c23-49ea-aea0-68f1d1e3f63e,Findspot,,,,,0,-700,-401,,,
12abfa56-9c23-49ea-aea0-68f1d1e3f63e,Findspot,,,,,0,-700,42,,,
12ac9a31-8743-4340-a223-4f082c4628bc,Findspot,,,,,0,1540,1900,Post Medieval,Post Medieval,
12ac9a31-8743-4340-a223-4f082c4628bc,Rubbish Layer,,,,,0,1540,1900,Post Medieval,Post Medieval,
12ad75b5-bfc2-448d-9e21-4b11f2bef236,School,,,,,0,1905,1905,,,
12ad75b5-bfc2-448d-9e21-4b11f2bef236,Theological College,,,,,0,1805,1845,,,
12ad75b5-bfc2-448d-9e21-4b11f2bef236,Botanic Garden,,,,,0,,1845,,,
12ad75b5-bfc2-448d-9e21-4b11f2bef236,Assembly Hall,,,,,0,1905,1905,,,
12ad75b5-bfc2-448d-9e21-4b11f2bef236,School,,,,,0,1805,1845,,,
12ad9dd4-f8fc-4578-bf7a-a3cf2bba4ab9,Findspot,Unstratified Find,,,,0,-500000,-150001,,,
12af7a65-194b-44b7-ac7b-c3a4c3bd3ea2,Garden Wall,Extant Structure,Brick,,,0,1801,2050,,,
12af7a65-194b-44b7-ac7b-c3a4c3bd3ea2,Gate Pier,Extant Structure,Cast Iron,,,431832,1801,2050,,,
12b2f931-fa28-4e70-867e-fbff002ad897,Flood Deposit,Sub Surface Deposit,,,,0,410,1065,,,
12b371e6-e6af-4f75-9dcd-94bcc2e69c49,House,,,,,0,1700,1766,,,
12b45232-86e1-48a1-b240-bcf6b6084507,Well,,,,,0,1066,1539,Medieval,Medieval,
12b45232-86e1-48a1-b240-bcf6b6084507,Well,,,,,0,1540,1900,Post Medieval,Post Medieval,
12b45232-86e1-48a1-b240-bcf6b6084507,Moated Site,,,,,0,1066,1539,Medieval,Medieval,
12b45232-86e1-48a1-b240-bcf6b6084507,Moated Site,,,,,0,1540,1900,Post Medieval,Post Medieval,
12b4669d-cee7-4642-bdb2-7d5387de4ddd,Cultivation Soil,,,,,0,1540,1900,Post Medieval,Post Medieval,
12b4b767-ea8d-4fa6-a234-f56bb76d3a84,Palace,,,,,0,1066,1539,Medieval,Medieval,
12b4b767-ea8d-4fa6-a234-f56bb76d3a84,Palace,,,,,0,1540,1900,Post Medieval,Post Medieval,
12b4fcf2-0080-4133-a211-8f6568509753,House,,,,,0,1701,2050,,,
12b6c52e-fa83-4dc6-82ed-3160c2055658,Cellar,,,,,0,1066,1539,Medieval,Medieval,
12b79b89-208d-481d-96e2-81460c1cbd37,Village,Documentary Evidence,,,,0,1401,2050,,,
12b84630-d285-44e0-84a1-64c4414e4804,Findspot,,,,,0,,,,,
12bba47a-3fd6-4695-b171-626c81e41bf8,Printing Works,,,,,0,1540,1900,Post Medieval,Post Medieval,
12bd0b57-4c7a-4111-beac-ad3c4fa9a723,Telephone Box,,,,,0,1935,1935,,,
12bd60b3-9520-40a4-927b-81ed6db89673,Shelter,,,,,0,1540,1900,Post Medieval,Post Medieval,
12bd72e7-257e-445d-bd40-c749ee6489d2,House,Documentary Evidence,,,,0,1066,1900,,"Medieval,Post Medieval",
12be8d10-25ed-4cbb-ac21-747d59528d34,Crypt,,,,,0,1066,1539,Medieval,Medieval,
12be8d10-25ed-4cbb-ac21-747d59528d34,Wall,,,,,0,1066,1539,Medieval,Medieval,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,Board School,Extant Building,,,,0,1801,1900,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Storey,445252,1872,1968,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Bay,445252,1872,1931,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Window,445252,1872,1931,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Sill,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Mezzanine,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Sash Window,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Casement Window,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Quoin,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Cornice,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Parapet,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Gable,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Gabled Roof,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Chimney Stack,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Staircase,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Classroom,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,Childrens Playground,,,,,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Arcade,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Fireplace,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Screen,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Architrave,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Pier,475813,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Pilaster,475813,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Finial,475813,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Vent,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Dado Rail,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Railing,445252,1872,1893,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,Boundary Wall,Extant Building,,,,445252,1893,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Toilet,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Landing,475807,1893,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Lintel,445252,1872,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,Boiler House,Demolished Building,,,,445252,1893,1894,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Pier,445252,1931,1931,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Truss,445252,1931,1931,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Plinth (Wall),475795,1931,1931,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,,,,,Hipped Roof,475795,1931,1931,,,
12bfeda1-173a-427a-9259-cdcb8fd3bdbe,Building,Demolished Building,,,,445252,1968,1968,,,
12c0abfd-70e5-406f-8ccf-f0f1548df526,Chest Tomb,Extant Structure,Brick,,,0,1828,2050,,,
12c12a1c-bea2-4ea3-950d-3770d7d8654b,Square,,,,,0,,,,,
12c12a1c-bea2-4ea3-950d-3770d7d8654b,Terraced House,,,,,0,1833,1866,,,
12c12a1c-bea2-4ea3-950d-3770d7d8654b,Terrace,,,,,0,1833,1866,,,
12c145b0-a480-4d3f-9058-f261e7725037,House,,,,,0,1880,1920,,,
12c39ae7-786e-4833-a0a9-2acaed71ec8b,Ventilation Shaft,,,,,0,1867,1899,,,
12c39ae7-786e-4833-a0a9-2acaed71ec8b,Lamp Post,,,,,0,1867,1899,,,
12c55b81-d9eb-4177-bb76-1889302a381f,Timber Framed Barn,Moved Structure,,,,0,1595,1987,,,
12c55b81-d9eb-4177-bb76-1889302a381f,,,,,Queen Post,423145,1595,1987,,,
12c63632-4e01-4831-8af5-05df11a42ef3,Workhouse,Documentary Evidence,,,,0,1837,1930,Built c1836-37,Victorian,
12c63632-4e01-4831-8af5-05df11a42ef3,Public Assistance Institution,Documentary Evidence,,,,496597,1930,1939,Exacuated 1939,,
12c63632-4e01-4831-8af5-05df11a42ef3,Military Hospital,Documentary Evidence,,,,0,1914,1919,,,
12c63632-4e01-4831-8af5-05df11a42ef3,Workshop,,,,,496597,1836,2006,,,
12c63632-4e01-4831-8af5-05df11a42ef3,Infirmary,,,,,496597,1886,2006,,,
12c63632-4e01-4831-8af5-05df11a42ef3,Chapel,,,,,496597,1920,2006,,,
12c77f98-f29b-441a-a982-3fb46ce06651,Public Park,Botanical Feature,,,,0,1904,2050,,,
12c8536b-efa6-4745-b8d1-bb5adb7ee5ec,Terraced House,,,,,0,,,,,
12c8536b-efa6-4745-b8d1-bb5adb7ee5ec,Terrace,,,,,0,,,,,
12c9d26f-619b-4fa7-b88d-cee22e5c3417,Terraced House,Extant Building,,,,0,1801,1866,,,
12c9d26f-619b-4fa7-b88d-cee22e5c3417,Terrace,Extant Building,,,,0,1801,1866,,,
12cad9ae-a3b9-414b-b468-b34f6b646ac0,House,,,,,0,,,,,
12cad9ae-a3b9-414b-b468-b34f6b646ac0,Wharf,,,,,0,1833,1899,,,
12cd0180-3060-4b86-9072-55676914ffd5,Nursery Garden,Documentary Evidence,,,,0,1801,1900,,,
12cebadf-5cc4-4ac7-8a82-4d4cc1b9d686,Chest Tomb,Extant Structure,Granite,,,0,1908,1908,,,
12cebadf-5cc4-4ac7-8a82-4d4cc1b9d686,Statue,Extant Structure,Marble,,,484030,1908,1908,,,
12cf43ca-fbb4-4170-ac87-9d638eedf462,Inhumation,,,,,0,43,200,,,
12cf43ca-fbb4-4170-ac87-9d638eedf462,Cemetery,,,,,0,43,200,,,
12d11650-c3e9-421f-ab97-0418782b9472,Wall,,,,,0,1700,1799,,,
12d11650-c3e9-421f-ab97-0418782b9472,Railings,,,,,0,1700,1799,,,
12d44845-a4eb-4df4-8160-52d84b3eaa9e,Terrace,,,,,0,1825,1828,,,
12d44845-a4eb-4df4-8160-52d84b3eaa9e,Steps,,,,,0,1825,1828,,,
12d44845-a4eb-4df4-8160-52d84b3eaa9e,Railings,,,,,0,1825,1828,,,
12d44845-a4eb-4df4-8160-52d84b3eaa9e,Terraced House,,,,,0,1825,1828,,,
12d46bf8-51bd-48c2-af15-b9d820908146,Artists Studio,,,,,0,1879,1879,,,
12d46bf8-51bd-48c2-af15-b9d820908146,Detached House,,,,,0,1879,1879,,,
12d52ec5-5aa9-4a26-9128-732cdab0a22c,Gate,Extant Structure,Wrought Iron,,,0,1857,2050,,,
12d52ec5-5aa9-4a26-9128-732cdab0a22c,Gate Pier,Extant Structure,Stone,,,460646,1857,2050,,,
12d868ca-d50c-45df-b083-779aa7b17595,Mound,,,,,0,43,409,Roman,Roman,
12d91fcc-758a-4855-8b2c-169f3df3c243,Tenement,,,,,0,1066,1539,Medieval,Medieval,
12d9ccf6-650f-4490-82d4-00bda8409d20,Findspot,,,,,0,43,409,Roman,Roman,
12da19be-9015-41d3-b698-34fee50fd432,Wall,,,,,0,43,409,Roman,Roman,
12da4883-b322-4370-83e5-0f4e5ef6a37a,Shop,Extant Building,Brick,,,0,1895,1910,,,
12da4883-b322-4370-83e5-0f4e5ef6a37a,Public House,Extant Building,Brick,,,0,1910,1970,,,
12da4883-b322-4370-83e5-0f4e5ef6a37a,Shop,Extant Building,Brick,,,0,1970,2050,,,
12da4883-b322-4370-83e5-0f4e5ef6a37a,,,,,Bar,488853,1895,1970,,,
12da4883-b322-4370-83e5-0f4e5ef6a37a,,,,,Balcony,488853,1895,2050,,,
12da4883-b322-4370-83e5-0f4e5ef6a37a,,,,,Colonnette,488857,1895,2050,,,
12da4883-b322-4370-83e5-0f4e5ef6a37a,,,,,Ionic Capital,488858,1895,2050,,,
12da4883-b322-4370-83e5-0f4e5ef6a37a,,,,,Tympanum,488853,1895,2050,,,
12dc5a8c-3e27-4c37-9b30-9f04021443ce,Footbridge,,,,,0,1913,1921,,,
12dc5a8c-3e27-4c37-9b30-9f04021443ce,Road Bridge,,,,,0,1913,1921,,,
12dc9ee7-faf2-48d7-af2f-becd8fcb6c67,Railway Station,Extant Building,,,,0,1884,2050,,,
12dfc32c-ae15-4d34-8789-d6d42d94e211,Commercial Office,,,,,0,1903,1904,,,
12e06a75-d6ea-46cb-88c9-4ece7dc6ba0e,House,,,,,0,1800,1832,,,
12e06a75-d6ea-46cb-88c9-4ece7dc6ba0e,Railings,,,,,0,1800,,,,
12e1e6f8-a0a3-47d1-b322-c2961828d142,Switch House,,,,,0,1540,1900,Post Medieval,Post Medieval,
12e2248b-9e44-4d00-aa5a-97f99bdb1d4a,Town House,,,,,0,1066,1539,Medieval,Medieval,
12e391f1-e1a8-44c5-b142-ecb40468127d,Garden Wall,Extant Structure,,,,0,1800,2050,,,
12e391f1-e1a8-44c5-b142-ecb40468127d,Gate Pier,Extant Structure,,,,0,1800,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,School,Extant Building,Brick,,,0,1900,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,,,,,Wing,490843,1945,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,,,,,Mezzanine,490843,1900,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,,,,,Doric Column,490843,1900,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,,,,,Architrave,490843,1900,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,Boundary Wall,Extant Structure,Brick,,,0,1900,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,,,,,Railing,490848,1900,2050,,,
12e44fc9-df70-442c-a624-8814efbdef6e,,,,,Gate,490848,1900,2050,,,
12e50b13-a5b1-4af1-97de-b9049c9def2a,Cistern,Extant Building,Brick,,,0,1701,1800,,,
12e54813-8f42-4a0d-a66d-8612750e5c48,Heath,,,,,0,1066,1539,Medieval,Medieval,
12e73b77-8a75-484d-9042-1bb48c4fb73d,Findspot,,,,,0,1066,1539,Medieval,Medieval,
12ea612b-26fe-43f4-b1d0-14e6f8f8fdff,Workhouse,,,,,0,1540,1900,Post Medieval,Post Medieval,
12ea612b-26fe-43f4-b1d0-14e6f8f8fdff,Infirmary,,,,,0,1540,1900,Post Medieval,Post Medieval,
12ea620d-e12e-48e3-9696-2dae4bc6baf6,Flint Scatter,Find,,,,0,-10000,-4001,,,
12eb112d-beae-4c64-be91-f57346718253,Building,,,,,0,1859,1859,,,
12eb112d-beae-4c64-be91-f57346718253,Corn Exchange,,,,,0,1859,,,,
12eb7225-6e89-4459-bf86-7e3b27af82de,Landfill Site,,,,,0,1540,1900,Post Medieval,Post Medieval,
12ebc41c-7dfa-4482-954e-197733afa8c2,Semi Detached House,Extant Building,Brick,,,0,1664,2050,,,
12ebc41c-7dfa-4482-954e-197733afa8c2,Boundary Wall,Extant Structure,Brick,,,0,1664,2050,,,
12ebc41c-7dfa-4482-954e-197733afa8c2,,,,,Cornice,424057,1664,2050,,,
12ebc41c-7dfa-4482-954e-197733afa8c2,,,,,Soffit,491113,1664,2050,,,
12ebc41c-7dfa-4482-954e-197733afa8c2,,,,,Porch,424057,1664,2050,,,
12ebc41c-7dfa-4482-954e-197733afa8c2,,,,,Balcony,424057,1664,2050,,,
12ed1656-3d30-47e3-98b6-8374c7e74e85,Gatehouse,,,,,0,1833,1866,,,
12ed41db-9005-49b9-9f07-8b3761b1e80e,Pump House,,,,,0,1848,1888,,,
12f03c47-7c35-4e70-bc47-d43fb4e4722a,United Reformed Chapel,,,,,0,1869,1891,,,
12f03c47-7c35-4e70-bc47-d43fb4e4722a,Steps,,,,,0,1869,1891,,,
12f0f316-f557-47c9-88a5-b6a2eecc3353,Structure,,,,,0,,1700,,,
12f0f316-f557-47c9-88a5-b6a2eecc3353,House,,,,,0,1700,1732,,,
12f0f316-f557-47c9-88a5-b6a2eecc3353,,,,,Roof,419729,1700,1732,,,Pitched.
12f0f316-f557-47c9-88a5-b6a2eecc3353,,,,,Window,419729,1700,1732,,,
12f0f316-f557-47c9-88a5-b6a2eecc3353,,,,,Door,419729,1700,1732,,,
12f0f316-f557-47c9-88a5-b6a2eecc3353,,,,,Pilaster,419729,1700,1732,,,
12f1c977-691d-428c-941b-1cbd19085cb2,House,Extant Building,Brick,,,0,1700,2050,,,
12f1c977-691d-428c-941b-1cbd19085cb2,House,Extant Building,,,,434581,1733,1799,Altered,,
12f1c977-691d-428c-941b-1cbd19085cb2,,,,,Parapet,434581,1700,2050,,,
12f1c977-691d-428c-941b-1cbd19085cb2,,,,,Battlement,491325,1700,2050,,,
12f3b507-fd0f-43f5-a50f-6dc3d51e1f97,Quarry,,,,,0,,,,,
