ResourceID,OrgUID,Organisation Name,Name Type,Currency,Contact Point,Contact Point Type,Notes,Description Type
05c88cd1-1e73-43e4-966c-2a4f061d9ee9,OLO533,Parliamentary Works Directorate,Primary,Current,,,,
060591f5-c196-4408-ae83-d9da350ff159,OLO1044,Marcus Beale Architects,Primary,Current,,,,
068e2911-5990-4c0a-aea5-3a2536b6d6e0,OLO249,Tubervilles,Primary,Current,1895201700,Telephone,,
068e2911-5990-4c0a-aea5-3a2536b6d6e0,,,,Current,1895273519,Fax,,
068e2911-5990-4c0a-aea5-3a2536b6d6e0,,,,Current,solicitors@turbervilles.co.uk,Email,,
06a3bb53-8565-42f7-8133-1aee0735915b,OLO762,The Lapworth Museum of Geology,Primary,Current,,,,
06a46942-a8c8-434f-8984-86650e6b103e,OLO1455,Amsprop Bishopsgate Ltd,Primary,Current,,,,
06a92817-7998-4446-a648-037ef6e50306,OLO290,Keith Thomas Associates,Primary,Current,01689 875980,Telephone,,
06a92817-7998-4446-a648-037ef6e50306,,,,Current,01689 835220,Fax,,
06a92817-7998-4446-a648-037ef6e50306,,,,Current,kta@structeng.co.uk,Email,,
06b24439-94ee-4ba1-ae8a-86a21d0c4e4f,OLO545,City of London Corporation,Primary,Current,,,,
07367bbb-19a7-46ae-907a-975260927ba5,OLO1752,Deptford Folk,Primary,Current,,,,
07ab77c5-a7ea-406d-b72a-8995dc9dc75a,OLO1332,Kent Archaeological Projects,Primary,Current,01227 261 021,Telephone,,
07ab77c5-a7ea-406d-b72a-8995dc9dc75a,,,,Current,kaparch@btinternet.com,Email,,
07c39c5e-20df-408d-9bab-f5799513251e,OLO440,Department of Greater London Archaeology,Primary,Historic,,,"Run by the Museum of London, the Department of Great London Archaeology (DGLA) was responsible for archaeological work in the northern, western and southern boroughs of Greater London between the mid 1970s and 1991, while the Department of Urban Archaeology (DUA) covered the City.",Notes
07c39c5e-20df-408d-9bab-f5799513251e,,Department of Greater London Archaeology (North West),Alternative,Historic,,,"Run by the Museum of London, the Department of Great London Archaeology (DGLA) was responsible for archaeological work in the northern, western and southern boroughs of Greater London between the mid 1970s and 1991, while the Department of Urban Archaeology (DUA) covered the City.",Notes
07c39c5e-20df-408d-9bab-f5799513251e,,Department of Greater London Archaeology (Southwark & Lambeth),Alternative,Historic,,,"Run by the Museum of London, the Department of Great London Archaeology (DGLA) was responsible for archaeological work in the northern, western and southern boroughs of Greater London between the mid 1970s and 1991, while the Department of Urban Archaeology (DUA) covered the City.",Notes
07c39c5e-20df-408d-9bab-f5799513251e,,Department of Greater London Archaeology (South-west),Alternative,Historic,,,"Run by the Museum of London, the Department of Great London Archaeology (DGLA) was responsible for archaeological work in the northern, western and southern boroughs of Greater London between the mid 1970s and 1991, while the Department of Urban Archaeology (DUA) covered the City.",Notes
07c39c5e-20df-408d-9bab-f5799513251e,,Department of Greater London Archaeology (North),Alternative,Historic,,,"Run by the Museum of London, the Department of Great London Archaeology (DGLA) was responsible for archaeological work in the northern, western and southern boroughs of Greater London between the mid 1970s and 1991, while the Department of Urban Archaeology (DUA) covered the City.",Notes
08113d94-1e94-42e6-9363-b0c865bac123,OLO958,Ptolemy Dean Architects Ltd,Primary,Current,,,,
0842f5ef-fb82-4c17-a845-afb81caf2c31,OLO2034,Caroe Architecture,Primary,Current,,,,
086370f8-a22d-4a89-9631-86653e800ee0,OLO7,Oxford Archaeological Unit,Former,Current,01865 263800,Telephone,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeology,Primary,Current,01865 263800,Telephone,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeology East,Alternative,Current,01865 263800,Telephone,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeological Unit,Former,Current,01865 793496,Fax,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeology,Primary,Current,01865 793496,Fax,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeology East,Alternative,Current,01865 793496,Fax,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeological Unit,Former,Current,info@oxfordarch.co.uk,Email,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeology,Primary,Current,info@oxfordarch.co.uk,Email,,
086370f8-a22d-4a89-9631-86653e800ee0,,Oxford Archaeology East,Alternative,Current,info@oxfordarch.co.uk,Email,,
087429ae-907b-49a6-9763-53d03eaae027,OLO879,Turley Associates,Primary,Current,,,,
08974284-2d6e-492f-8dd7-453970c483d6,OLO1459,Albyns Ltd,Primary,Current,,,,
08e2c74f-6384-4a18-8cf7-5848cad518ce,OLO158,Pinnacle Consulting Engineers,Primary,Current,01707 527630,Telephone,,
08e2c74f-6384-4a18-8cf7-5848cad518ce,,,,Current,01707 527690,Fax,,
094a2d40-5e9e-4a4e-8830-49c2bb74a77d,OLO154,Kohn Pederson Fox (International) PA,Primary,Current,020 7836 6668,Telephone,,
094a2d40-5e9e-4a4e-8830-49c2bb74a77d,,,,Current,020 7497 1175,Fax,,
094a2d40-5e9e-4a4e-8830-49c2bb74a77d,,,,Current,info@kpf.co.uk,Email,,
09cbd804-0d79-485d-b86b-c3c3d752313e,OLO1330,Tube Lines Ltd,Former,Historic,,,,
09da604d-6ea1-4063-8889-0d9e2af49f79,OLO1771,South Bank Employer's Group,Primary,Current,,,,
09e5f54e-c9d4-4c32-b94b-af28ca0a3522,OLO782,Heather Knight,Primary,Current,,,,
09ef523d-c247-42ff-95d5-0347c0b3cc70,OLO684,Colchester Museum,Primary,Current,,,,
0a0755ea-c314-419c-bb9c-ca608b26a610,OLO148,Lawson-Price Environmental,Former,Historic,2072487464,Telephone,"After Lawson-Price closed down, the archaeology section's management bought out their own department, forming L - P Archaeology.",Notes
0a0755ea-c314-419c-bb9c-ca608b26a610,,,,,2072481757,Fax,,
0a1b98fc-347b-41bf-bd9d-902fdffedbad,OLO653,Colin Buchanan & Partners,Primary,Current,,,,
0a3ed59f-5fd0-4971-a5e2-b163f6deaa13,OLO1790,Bogle Architects,Primary,Current,020 3587 7100,Telephone,,
0a3ed59f-5fd0-4971-a5e2-b163f6deaa13,,,,Current,London@bogle architects.com,Email,,
0a559016-eb35-4e11-bcfc-0ce3cc1bdac7,OLO1240,Greenwich Foundation for the Old Royal Naval College,Primary,Current,,,,
0a9545d3-55f0-4133-a013-710e07db8b74,OLO1093,West Properties UK Ltd,Primary,Current,2077023232,Telephone,,
0a9d930e-66a4-48ae-a297-d1b94b034eb8,OLO1645,Archaeology Collective,Primary,Current,2030360809,Telephone,,
0aa370eb-71a0-4999-8472-549532d4a713,OLO2001,Archer Humphyres Architects,Primary,Current,,,,
0ac8ec93-3ae8-474e-8a63-f729a21578f3,OLO1873,Burns Guthrie Chartered Architects,Primary,Current,,,,
0ae19439-8ea6-407b-a7f6-e5891f99312f,OLO547,DEGW,Primary,Current,,,,
0b0c97d5-c1d6-4f56-8eb7-113380796d8a,OLO366,"Ruislip, Northwood & Eastcote Local History Society",Primary,Current,secretary@rnelhs.uk,Email,,
0b126afb-a87d-4f0a-9cf0-1ec7372d7fa8,OLO432,Ecotricity Group Limited,Primary,Current,01453 760657,Telephone,,
0b4f08b6-3581-4e5c-8ab3-08e6e6a06f6a,OLO459,London Borough of Sutton,Primary,Current,,,,
0ba51d55-6be8-4792-9795-24b96f08aa4b,OLO1745,Historic Landscape Management Ltd,Primary,Current,01603 871920,Telephone,,
0bace8a8-c26f-44c8-8f90-933ee0cc60ef,OLO1712,Deloitte Real Estate,Primary,Current,,,,
0bb3fb1a-5167-4cfa-8b86-760feeb08501,OLO759,Horniman Museum,Primary,Current,,,,
0c07d0d7-d020-4374-aa3c-4455a3f03c51,OLO1324,Thames Festival,Primary,Current,,,,
0c1af7e7-24cf-42d0-84d7-dff654c01b4e,OLO885,Archaeological Assessment and Consultancy Services,Primary,Historic,,,,
0c1c1c53-6b41-4cc4-afcd-51b1b6535e84,OLO1514,Capital Solicitors,Primary,Current,,,,
0c4513b7-dd7a-4094-8aa7-e2c0c4e49681,OLO132,British Gas Plc,Primary,Current,,,,
0c9d7947-8f61-46b4-b91b-7fa2978aa6f7,OLO15,Mills Whipp Projects Ltd,Primary,Current,020 7415 7000,Telephone,,
0c9d7947-8f61-46b4-b91b-7fa2978aa6f7,,Mills Whipp Partnership,Former,Current,020 7415 7000,Telephone,,
0c9d7947-8f61-46b4-b91b-7fa2978aa6f7,,Mills Whipp Projects Ltd,Primary,Current,info@millswhipp.com,Email,,
0c9d7947-8f61-46b4-b91b-7fa2978aa6f7,,Mills Whipp Partnership,Former,Current,info@millswhipp.com,Email,,
0cac795d-6088-42be-ba96-e2f942436f83,OLO1388,North East London Foundation Trust,Primary,Current,,,,
0cc6f7f9-ba77-4bcf-8653-918e75bfc98a,OLO1818,Assael Architecture Ltd,Primary,Current,,,,
0ce03983-e8fa-4593-80e2-196235c4838d,OLO1035,"Westfield, Stratford City",Primary,Current,,,,
0d1d0621-0908-4a00-95bb-df405fbcfa36,OLO1219,Barker Associates LLP,Primary,Current,,,,
0d2781a5-9d3f-418d-a86a-58f13c3ab71e,OLO446,Margin Finance Securities,Primary,Current,,,Unclear if still in existance (2009),Notes
0d5d8360-bbf1-420e-bd1b-81ac310d0d82,OLO1542,Studio Felix Ltd,Primary,Current,,,,
0d747ab6-5c89-4d6a-a082-1b6c0b23c8ce,OLO1383,Chartwell Land,Primary,Current,,,,
0d79f1f0-ada5-4b82-b887-65593a2d6fe5,OLO621,Travers Smith LLP,Primary,Current,020 7295 3489,Telephone,,
0d79f1f0-ada5-4b82-b887-65593a2d6fe5,,,,Current,020 7295 3500,Fax,,
0dfe2730-9729-4d54-b4a0-6c141b454d04,OLO292,Rawlison Butler LLP,Primary,Current,01293 520202,Telephone,,
0e0e0160-8e28-4ce1-b55c-b1d6390357e8,OLO1509,Park Garage Group,Primary,Current,,,,
0e15e353-1a99-41b0-8121-3cb3e145a5f6,OLO2020,Archaeological Building Recording Services,Primary,Current,,,"Alternative address: Chandos Business Centre, 87 Warwick Street, Leamington Spa, CV32 4RJ",Notes
0e2019d0-8f24-4691-8e50-b7617a6d2f11,OLO936,Sherrygreen Homes Limited,Primary,Current,020 8418 4253,Telephone,,
0e538f11-29ab-4fe8-9642-a3585984a48d,OLO1513,Marbank Construction,Primary,Current,,,,
0eb2c97f-5999-4821-8ca8-1451f8d19951,OLO1404,Ministry of Defense,Primary,Current,2072189000,Telephone,,
0ebed7d3-129c-4a07-a3bb-39421755283f,OLO1936,Ideal Planning & Design Ltd,Primary,Current,,,,
0ec3dec5-321a-45e7-b134-4416ab2e647a,OLO933,United House,Primary,Current,01322 665522,Telephone,,
0edf43bd-b082-42bb-b08d-6779e4cdc7ae,OLO1492,PRC Group,Primary,Current,,,,
0ef5d526-3a31-4cca-bd2d-30d4c571ddbd,OLO614,Crossfield Consulting Limited,Primary,Current,01926 815678,Telephone,,
0ef5d526-3a31-4cca-bd2d-30d4c571ddbd,,,,Current,01926 815222,Fax,,
0efffe5c-ef90-4851-8849-375a3231542c,OLO2005,Wood PLC,Primary,Current,+44 (0)118 913 1234,Telephone,,
0f23175e-3157-46d1-93e0-2e17366e8465,OLO1847,The Honourable Society of the Inner Temple,Former,Historic,,,,
0f522713-afae-4c89-9a38-46fda8bfff19,OLO813,Public Monuments and Sculpture Association,Primary,Current,020 7490 5001,Telephone,,
0f522713-afae-4c89-9a38-46fda8bfff19,,,,Current,pmsa@btconnect.com,Email,,
0f75f397-0156-46bc-908b-b6d731c44a64,OLO1920,Rosenberg and Co,Primary,Current,,,,
0f8030b2-b551-484d-9549-7d8330762e41,OLO1365,Westaway Development Solutions Limited,Primary,Current,,,,
0f8ba51d-7d50-4592-a16d-814e18fa7869,OLO558,Bare Bones Archaeology,Primary,Current,,,,
0f8f348c-dc72-4c5f-a543-17e75df868f4,OLO2037,Robert Bird Group,Primary,Current,,,,
0fc0b424-cac9-4bd0-a87a-2c304be34b50,OLO1078,V A Smith Engineering,Primary,Current,,,,
0fe7059b-ccf0-4610-be59-96c5f1e14c71,OLO465,Bexley Museum,Primary,Current,01322 526574,Telephone,,
0ff94f47-310c-4a54-b5d5-39626d8d5ddd,OLO1772,Essex County Council,Primary,Current,,,,
0ffe90c2-bc38-47f6-a9d2-b6ebb972fcf6,OLO418,Thames Water,Primary,Current,THAMESWATER@A-IP.CO.UK,Email,,
1003e223-74f1-4bbe-abfa-3f396a489dc7,OLO650,Seely & Paget,Former,Historic,,,,
107ec501-ee35-47f3-a35b-d8a41749d58c,OLO2063,WA Architects,Primary,Current,,,,
108df406-bdfc-4e0d-af1c-c6f6c318d401,OLO987,Argent Group PLC,Primary,Current,,,,
109f3856-b6ef-49bb-8272-67c98e5926f5,OLO2009,Archaeology Warwickshire,Primary,Current,,,,
10a78f7a-7603-4cfb-b676-e1df0bed7f69,OLO1141,GMD Developments Limited,Primary,Current,,,,
10c38b15-ce8c-43b2-8f2e-8cdd9e9cba30,OLO1144,Gazeley Properties Ltd,Primary,Current,,,,
10f1f80f-d94f-403a-ae1c-06f830fdebe4,OLO711,KM Heritage,Primary,Current,020 8670 9057,Telephone,,
10f1f80f-d94f-403a-ae1c-06f830fdebe4,,,,Current,07947 043 104,Fax,,
10f1f80f-d94f-403a-ae1c-06f830fdebe4,,,,Current,mail@kmheritage.com,Email,,
1113aa49-2156-4d9e-9693-098a823f5543,OLO687,Vestry House Museum,Primary,Current,020 8496 4391,Telephone,,
115095fb-88b0-45ca-8121-0154178f4c65,OLO1566,St George PLC,Primary,Current,020 8917 4000,Telephone,,
115d8bad-e494-4812-ac0b-0e1ea963ea29,OLO377,SDP Consulting Engineers,Primary,Current,,,,
11c3ba08-8787-4755-8fc6-7883558c3cdc,OLO1450,Gold Property Developments Ltd,Primary,Current,,,,
11f88b85-a7fc-4850-a378-fcec8742f0dc,OLO1221,4D Planning Consultants Ltd,Primary,Current,,,,
12055d8a-ee99-4f03-8d55-261a5b03910b,OLO1748,Wright & Wright Architects LLP,Primary,Current,,,,
1217e2b0-520d-4961-b550-ea4afa4d9fe9,OLO1779,King's Cross Central General Partner Ltd,Primary,Current,,,,
124cb697-2330-46dd-91c0-dd5e49244d01,OLO527,TCS Exhumations,Primary,Current,020 7476 1855,Telephone,,
124cb697-2330-46dd-91c0-dd5e49244d01,,,,Current,020 7476 0371,Fax,,
124cb697-2330-46dd-91c0-dd5e49244d01,,,,Current,exhumations@tcribb.co.uk,Email,,
1261d1c1-054c-4f65-82f3-034d8fee7248,OLO1344,Campbell Architects Ltd,Primary,Current,,,,
1334de00-8416-4a7e-8ae9-502b2e092254,OLO1937,Lanpro,Primary,Current,01904 803 800,Telephone,,
1334de00-8416-4a7e-8ae9-502b2e092254,,,,Current,info@lanproservices.co.uk,Email,,
138662ed-08df-4442-9734-4e5211bbc136,OLO1507,Middlesex University,Primary,Current,,,,
13895f72-a320-431b-bd77-3afbf3489194,OLO607,Redbridge Museum,Primary,Current,,,,
13d1fc06-ecba-474e-bd5a-e93d4d4581c2,OLO1210,St. Andrews Properties Ltd,Primary,Current,,,,
14100bd9-6e96-4584-962e-f5d720c77269,OLO934,London Wharf Plc,Primary,Current,020 8366 3265,Telephone,,
142322ed-7383-4458-b108-8dd16f1b1bbc,OLO1690,Groundwork Archaeology Limited,Primary,Current,01526 321110,Telephone,,
14282e45-1365-4385-b405-c2c00cd4dcd7,OLO1385,Grafton Consulting,Primary,Current,,,,
14af9ada-824d-4b9a-b585-ce7cb87198d8,OLO1831,Diocese of London,Primary,Current,,,,
14b5fd27-1a4c-4d11-a055-207b4a033f8d,OLO957,Antarchitecture,Primary,Current,020 7253 6225,Telephone,,
14b5fd27-1a4c-4d11-a055-207b4a033f8d,,,,Current,020 7253 7225,Fax,,
14b5fd27-1a4c-4d11-a055-207b4a033f8d,,,,Current,info@antarchitecture.com,Email,,
14d6f6d7-06d4-4a94-95f4-1133c378f4e8,OLO969,National Grid Properties,Primary,Current,0117 946 7195,Telephone,,
14d6f6d7-06d4-4a94-95f4-1133c378f4e8,,,,Current,NGProperty@Bell-Pottinger.co.uk,Email,,
14e8da6e-f7c3-4311-aa82-fa0b15a221fc,OLO329,Card Geotechnics LTD,Primary,Current,,,,
1531807a-b56e-4f20-848f-b081aee7c6b7,OLO1355,Hamley Properties LLP,Primary,Current,,,,
15483677-000d-4a3b-a581-9408ef7172a7,OLO1026,Studio 30 Architects,Primary,Current,0770 106 1109,Telephone,,
15483677-000d-4a3b-a581-9408ef7172a7,,,,Current,info@studio30architects.co.uk,Email,,
155e5714-2db6-42c8-802d-895d6c25b636,OLO513,Bettina Schmid,Primary,Current,,,Interior Design Consultant,Notes
1590f6e1-caaa-46cc-b90b-593465acc4ea,OLO1185,RMS Properties,Primary,Current,,,,
15ce7616-e3cb-4a08-a11d-3c7703d748ba,OLO569,Witherford Watson Mann Architects,Primary,Current,020 76133113,Telephone,Website:  www.wwmarchitects.co.uk,Notes
15ce7616-e3cb-4a08-a11d-3c7703d748ba,,,,Current,020 76133134,Fax,Website:  www.wwmarchitects.co.uk,Notes
15ce7616-e3cb-4a08-a11d-3c7703d748ba,,,,Current,mail@wwmarchitects.co.uk,Email,Website:  www.wwmarchitects.co.uk,Notes
15ce8155-6c90-4048-9d99-f6f3984dfaad,OLO2012,Hugh Broughton Architects,Primary,Current,,,,
15d0b09f-cc5e-4649-875e-be7cc9e924b7,OLO419,Transport for London,Primary,Current,,,,
160d1e02-9b84-4dec-bd7f-9842e802b71c,OLO978,Mount Anvil Construction Ltd,Primary,Current,020 7776 1800,Telephone,,
160d1e02-9b84-4dec-bd7f-9842e802b71c,,,,Current,020 7776 1801,Fax,,
160d1e02-9b84-4dec-bd7f-9842e802b71c,,,,Current,info@mount-anvil.com,Email,,
16233286-9e08-496a-9c6a-cac7d9338579,OLO1320,Faithful+Gould,Primary,Current,,,"Owned by Atkins (OLO5) since 1996, and therefore subsequently a part of the SNC-Lavalin Group since 2017.",Notes
1636110f-06c5-4cb0-95ef-bfe0337fd8b3,OLO1129,Harrison Group Environmental Ltd,Primary,Current,,,,
165b1ada-00aa-43be-87f0-44ab444859c4,OLO654,Ettwein Bridges Architects,Primary,Current,020 7837 1008,Telephone,,
165b1ada-00aa-43be-87f0-44ab444859c4,,,,Current,020 7837 4008,Fax,,
165b1ada-00aa-43be-87f0-44ab444859c4,,,,Current,mail@ebarch.com,Email,,
16727991-046d-490c-9060-763602d9e2f5,OLO1571,Rapleys,Primary,Current,,,,
1672a60e-67c9-4b63-a6b2-35fd25e32145,OLO1529,Farthing Investments Ltd,Primary,Current,,,,
16b8cc9a-bd7c-49ee-93ba-9e31df54c64c,OLO993,SEGRO Ltd,Primary,Current,,,,
16c2eec5-92b5-4d56-bf42-fd3eb7eb34ef,OLO1375,Thomas Eggar,Primary,Current,,,,
16f01763-ba4e-4f92-b0e0-74e46eab0224,OLO942,euNetworks,Primary,Current,,,,
17434206-2b94-4d19-a614-ec3d0a08dcc6,OLO713,Howlett Consultancy,Primary,Current,01480 831800,Telephone,Website  www.howlett-consultancy.co.uk,Notes
17434206-2b94-4d19-a614-ec3d0a08dcc6,,,,Current,01480 830042,Fax,Website  www.howlett-consultancy.co.uk,Notes
17434206-2b94-4d19-a614-ec3d0a08dcc6,,,,Current,office@howlett-consultancy.co.uk,Email,Website  www.howlett-consultancy.co.uk,Notes
1752a9d8-f5fb-48a2-bef6-774358378dcb,OLO981,Languard 2020 LLP,Primary,Current,,,,
17eb678a-c218-4244-8979-ae9e421acd4f,OLO967,Danby Investments Ltd,Primary,Current,,,,
1835f723-1b0f-4fe0-98c8-cf52fce6b1d4,OLO1146,F L Estates (Old Church Street) Limited,Primary,Current,,,,
186ef73c-ede9-416b-8495-914e34d8b544,OLO436,NPS Property Consultants Ltd,Primary,Current,01603 706000,Telephone,http://www.nps.co.uk,Notes
186ef73c-ede9-416b-8495-914e34d8b544,,NPS South East Ltd,Alternative,Current,01603 706000,Telephone,http://www.nps.co.uk,Notes
186ef73c-ede9-416b-8495-914e34d8b544,,NPS Property Consultants Ltd,Primary,Current,01603 706700,Fax,http://www.nps.co.uk,Notes
186ef73c-ede9-416b-8495-914e34d8b544,,NPS South East Ltd,Alternative,Current,01603 706700,Fax,http://www.nps.co.uk,Notes
186ef73c-ede9-416b-8495-914e34d8b544,,NPS Property Consultants Ltd,Primary,Current,norwichlancasterhouse@nps.co.uk,Email,http://www.nps.co.uk,Notes
186ef73c-ede9-416b-8495-914e34d8b544,,NPS South East Ltd,Alternative,Current,norwichlancasterhouse@nps.co.uk,Email,http://www.nps.co.uk,Notes
187c4778-a061-41d6-a04e-ea666477dccc,OLO698,AC Archaeology,Primary,Current,01747 820581,Telephone,www.acarchaeology.co.uk,Notes
187c4778-a061-41d6-a04e-ea666477dccc,,,,Current,01747 820440,Fax,www.acarchaeology.co.uk,Notes
18a43f98-492d-4016-b852-5041b67509e7,OLO1205,Lendlease,Primary,Current, +44 (0)20 3430 9000,Telephone,,
18e05912-76da-4156-9924-bed3ac3d3bbe,OLO317,Wandsworth Historical Society,Primary,Current,,,,
18fe9794-a398-4e0c-906a-ab8ee638cb4b,OLO998,Geo-Environmental Services Ltd,Primary,Current,,,,
19093178-bf70-4587-8197-0693a4c5eae2,OLO2010,TS  Leisure and Property,Primary,Current,,,,
190ff659-5cc2-436e-8797-96d32614a320,OLO155,Richmond Archaeological Society,Primary,Current,,,,
19164c7f-097d-42e1-99a6-9a55eeba12e2,OLO64,Croydon Natural History and Scientific Society,Primary,Current,,,,
19235d1f-5c06-462c-8d84-92d1ed2c27be,OLO1490,Pickenham (Romford) Ltd,Primary,Current,,,,
1952530e-8bb6-4975-b2e6-962b9960e90a,OLO767,London Borough of Newham,Primary,Current,,,,
1976f451-bb53-4b24-b2ea-4ebe7280edf0,OLO136,Cambridge Archaeology Unit,Primary,Current,,,,
19994518-7016-489d-964b-8725f0348135,OLO449,Roman and Medieval London Excavation Committee,Former,Historic,,,,
19a4e503-8b5d-47da-a352-b41f186a1225,OLO365,Eyre Estate,Primary,Current,,,,
